artist;title;id;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
white zombie;super charger heaven;4qVZBA7jWL23SEWOfKFjiw;0.411;0.954;1;-5.08;1;0.113;2.61e-05;0.33;0.104;0.54;183.958;audio_features;spotify:track:4qVZBA7jWL23SEWOfKFjiw;https://api.spotify.com/v1/tracks/4qVZBA7jWL23SEWOfKFjiw;https://api.spotify.com/v1/audio-analysis/4qVZBA7jWL23SEWOfKFjiw;217533;4
mabel;mad love;6ImEBuxsbuTowuHmg3Z2FO;0.623;0.796;0;-2.981;0;0.199;0.659;0.0;0.115;0.607;197.524;audio_features;spotify:track:6ImEBuxsbuTowuHmg3Z2FO;https://api.spotify.com/v1/tracks/6ImEBuxsbuTowuHmg3Z2FO;https://api.spotify.com/v1/audio-analysis/6ImEBuxsbuTowuHmg3Z2FO;169813;4
eddie money;hard life;7ibhmgDv9lrwzCZBUCzBxL;0.586;0.667;4;-11.31;1;0.0271;0.141;6.59e-06;0.0437;0.656;114.201;audio_features;spotify:track:7ibhmgDv9lrwzCZBUCzBxL;https://api.spotify.com/v1/tracks/7ibhmgDv9lrwzCZBUCzBxL;https://api.spotify.com/v1/audio-analysis/7ibhmgDv9lrwzCZBUCzBxL;230240;4
the whispers;is it good to you;6GxuxSi6IZLoEVdOTITdvZ;0.732;0.48;5;-12.382;0;0.0332;0.357;7.24e-05;0.194;0.73;146.009;audio_features;spotify:track:6GxuxSi6IZLoEVdOTITdvZ;https://api.spotify.com/v1/tracks/6GxuxSi6IZLoEVdOTITdvZ;https://api.spotify.com/v1/audio-analysis/6GxuxSi6IZLoEVdOTITdvZ;376707;4
david allan coe;would you be my lady;58FZiZwcsJWFO3xiVBDsMr;0.612;0.599;4;-8.087;1;0.0425;0.196;0.0;0.288;0.648;142.274;audio_features;spotify:track:58FZiZwcsJWFO3xiVBDsMr;https://api.spotify.com/v1/tracks/58FZiZwcsJWFO3xiVBDsMr;https://api.spotify.com/v1/audio-analysis/58FZiZwcsJWFO3xiVBDsMr;166280;4
steel pulse;wild goose chase;0wqEjeBH97VfKHborK6h0P;0.785;0.63;6;-9.623;0;0.136;0.148;0.0;0.139;0.756;77.311;audio_features;spotify:track:0wqEjeBH97VfKHborK6h0P;https://api.spotify.com/v1/tracks/0wqEjeBH97VfKHborK6h0P;https://api.spotify.com/v1/audio-analysis/0wqEjeBH97VfKHborK6h0P;345400;4
donovan;peregrine;0TinPQAZpODfCDXNw2kxoK;0.278;0.366;1;-18.88;1;0.0477;0.883;0.913;0.0956;0.0383;120.967;audio_features;spotify:track:0TinPQAZpODfCDXNw2kxoK;https://api.spotify.com/v1/tracks/0TinPQAZpODfCDXNw2kxoK;https://api.spotify.com/v1/audio-analysis/0TinPQAZpODfCDXNw2kxoK;213893;4
b.b. king;my guitar sings the blues;6yLNoCtmzhttYtw7j90COO;0.739;0.296;1;-18.136;1;0.0513;0.285;7.95e-05;0.112;0.658;108.724;audio_features;spotify:track:6yLNoCtmzhttYtw7j90COO;https://api.spotify.com/v1/tracks/6yLNoCtmzhttYtw7j90COO;https://api.spotify.com/v1/audio-analysis/6yLNoCtmzhttYtw7j90COO;219196;3
ub40;folitician;2nVZeAkiUj0cyTlV2JMl9e;0.562;0.786;0;-7.677;1;0.0517;0.00554;0.0123;0.963;0.649;175.524;audio_features;spotify:track:2nVZeAkiUj0cyTlV2JMl9e;https://api.spotify.com/v1/tracks/2nVZeAkiUj0cyTlV2JMl9e;https://api.spotify.com/v1/audio-analysis/2nVZeAkiUj0cyTlV2JMl9e;355667;4
noah and the whale;blue skies;1OtgKfkArIaanXT140hSmQ;0.546;0.627;0;-7.947;1;0.0285;0.244;0.0894;0.147;0.38;88.069;audio_features;spotify:track:1OtgKfkArIaanXT140hSmQ;https://api.spotify.com/v1/tracks/1OtgKfkArIaanXT140hSmQ;https://api.spotify.com/v1/audio-analysis/1OtgKfkArIaanXT140hSmQ;247733;4
stryper;calling on you;2qw9qgcPNCnq18WJLAm83x;0.513;0.763;1;-10.132;1;0.0387;3.93e-05;0.0321;0.0425;0.523;124.51;audio_features;spotify:track:2qw9qgcPNCnq18WJLAm83x;https://api.spotify.com/v1/tracks/2qw9qgcPNCnq18WJLAm83x;https://api.spotify.com/v1/audio-analysis/2qw9qgcPNCnq18WJLAm83x;237707;4
alec benjamin;if i killed someone for you;0WHi11uzahqpEtPGYCW6oQ;0.514;0.605;7;-5.363;1;0.0337;0.774;2.91e-06;0.121;0.409;120.894;audio_features;spotify:track:0WHi11uzahqpEtPGYCW6oQ;https://api.spotify.com/v1/tracks/0WHi11uzahqpEtPGYCW6oQ;https://api.spotify.com/v1/audio-analysis/0WHi11uzahqpEtPGYCW6oQ;185123;4
grant green;down here on the ground;6ydWUkitVqMOvXWuZl9CDm;0.602;0.455;7;-15.298;1;0.0392;0.787;0.793;0.0679;0.754;92.037;audio_features;spotify:track:6ydWUkitVqMOvXWuZl9CDm;https://api.spotify.com/v1/tracks/6ydWUkitVqMOvXWuZl9CDm;https://api.spotify.com/v1/audio-analysis/6ydWUkitVqMOvXWuZl9CDm;408467;4
david ball;blowin' smoke;4Emi0Nm370izPkAh84TOs2;0.501;0.668;0;-10.414;1;0.0419;0.33;0.0;0.14;0.639;170.476;audio_features;spotify:track:4Emi0Nm370izPkAh84TOs2;https://api.spotify.com/v1/tracks/4Emi0Nm370izPkAh84TOs2;https://api.spotify.com/v1/audio-analysis/4Emi0Nm370izPkAh84TOs2;177533;4
michael jackson;you are not alone;3AoeaZs8dFemFJr3JdzOL0;0.651;0.402;11;-9.303;1;0.028;0.639;7.73e-05;0.0765;0.258;119.873;audio_features;spotify:track:3AoeaZs8dFemFJr3JdzOL0;https://api.spotify.com/v1/tracks/3AoeaZs8dFemFJr3JdzOL0;https://api.spotify.com/v1/audio-analysis/3AoeaZs8dFemFJr3JdzOL0;345600;4
barbara mandrell;i wish that i could fall in love today;50pAZTEtKGt2oAguhBrnF7;0.568;0.472;9;-11.23;1;0.0357;0.278;1.27e-05;0.322;0.793;135.343;audio_features;spotify:track:50pAZTEtKGt2oAguhBrnF7;https://api.spotify.com/v1/tracks/50pAZTEtKGt2oAguhBrnF7;https://api.spotify.com/v1/audio-analysis/50pAZTEtKGt2oAguhBrnF7;172893;4
twenty88;push it;6p5zh0HCAeE5WkWAxSxjeg;0.604;0.525;10;-9.661;0;0.134;0.0294;7.4e-06;0.334;0.5;117.144;audio_features;spotify:track:6p5zh0HCAeE5WkWAxSxjeg;https://api.spotify.com/v1/tracks/6p5zh0HCAeE5WkWAxSxjeg;https://api.spotify.com/v1/audio-analysis/6p5zh0HCAeE5WkWAxSxjeg;154747;4
waylon jennings;(sittin' on) the dock of the bay;67sIOix8lfDyBEuoeLa1Zn;0.559;0.251;7;-13.224;1;0.027;0.869;0.00543;0.143;0.168;82.951;audio_features;spotify:track:67sIOix8lfDyBEuoeLa1Zn;https://api.spotify.com/v1/tracks/67sIOix8lfDyBEuoeLa1Zn;https://api.spotify.com/v1/audio-analysis/67sIOix8lfDyBEuoeLa1Zn;202107;4
donna taggart;jealous of the angels;3oV4PrdUzjadLAkjcf4xwh;0.589;0.129;0;-8.413;1;0.0384;0.953;0.0;0.107;0.427;125.066;audio_features;spotify:track:3oV4PrdUzjadLAkjcf4xwh;https://api.spotify.com/v1/tracks/3oV4PrdUzjadLAkjcf4xwh;https://api.spotify.com/v1/audio-analysis/3oV4PrdUzjadLAkjcf4xwh;249733;4
galactic;karate;7qxoIEmslOp25G7c2LDaUy;0.686;0.826;5;-4.472;1;0.0714;0.134;0.931;0.144;0.825;106.047;audio_features;spotify:track:7qxoIEmslOp25G7c2LDaUy;https://api.spotify.com/v1/tracks/7qxoIEmslOp25G7c2LDaUy;https://api.spotify.com/v1/audio-analysis/7qxoIEmslOp25G7c2LDaUy;214733;4
joe cocker;what becomes of the broken-hearted;3Y4LdJy9FgaL1E2lh1beK8;0.595;0.829;6;-5.148;1;0.0328;0.131;6.53e-06;0.109;0.667;97.942;audio_features;spotify:track:3Y4LdJy9FgaL1E2lh1beK8;https://api.spotify.com/v1/tracks/3Y4LdJy9FgaL1E2lh1beK8;https://api.spotify.com/v1/audio-analysis/3Y4LdJy9FgaL1E2lh1beK8;249600;4
38 special;just a little love;2IkuJq9ziF1AU1XTfw6RE0;0.587;0.559;7;-15.815;1;0.0317;0.00293;0.0048;0.175;0.689;110.308;audio_features;spotify:track:2IkuJq9ziF1AU1XTfw6RE0;https://api.spotify.com/v1/tracks/2IkuJq9ziF1AU1XTfw6RE0;https://api.spotify.com/v1/audio-analysis/2IkuJq9ziF1AU1XTfw6RE0;214373;4
lincoln durham;reckoning lament;4E8glHxSyLvhClV6tmNUYK;0.541;0.574;0;-8.464;1;0.0637;0.28;0.0;0.199;0.87;172.118;audio_features;spotify:track:4E8glHxSyLvhClV6tmNUYK;https://api.spotify.com/v1/tracks/4E8glHxSyLvhClV6tmNUYK;https://api.spotify.com/v1/audio-analysis/4E8glHxSyLvhClV6tmNUYK;190613;4
screeching weasel;hey suburbia;6KslbFskfJ9Ox01MECo1zr;0.413;0.973;11;-4.881;1;0.0697;0.0311;0.0;0.378;0.728;131.312;audio_features;spotify:track:6KslbFskfJ9Ox01MECo1zr;https://api.spotify.com/v1/tracks/6KslbFskfJ9Ox01MECo1zr;https://api.spotify.com/v1/audio-analysis/6KslbFskfJ9Ox01MECo1zr;119253;4
tito rodriguez;cuando cuando;0xobZv425cgZbr6Z7Kqvbn;0.594;0.777;5;-5.416;0;0.0491;0.732;1.28e-06;0.283;0.668;103.901;audio_features;spotify:track:0xobZv425cgZbr6Z7Kqvbn;https://api.spotify.com/v1/tracks/0xobZv425cgZbr6Z7Kqvbn;https://api.spotify.com/v1/audio-analysis/0xobZv425cgZbr6Z7Kqvbn;180747;4
ringo starr;only you (and you alone);42eZC1LaQ3qioZWVLisVT6;0.83;0.303;4;-16.004;1;0.0371;0.13;0.000447;0.0825;0.882;96.752;audio_features;spotify:track:42eZC1LaQ3qioZWVLisVT6;https://api.spotify.com/v1/tracks/42eZC1LaQ3qioZWVLisVT6;https://api.spotify.com/v1/audio-analysis/42eZC1LaQ3qioZWVLisVT6;207240;4
meshuggah;dehumanization;7ACpu63dW8qZlF9dr3BMRg;0.461;0.993;5;-5.641;0;0.176;2.19e-06;0.882;0.671;0.0637;125.966;audio_features;spotify:track:7ACpu63dW8qZlF9dr3BMRg;https://api.spotify.com/v1/tracks/7ACpu63dW8qZlF9dr3BMRg;https://api.spotify.com/v1/audio-analysis/7ACpu63dW8qZlF9dr3BMRg;175787;1
mel mcdaniel;cold hard facts of love;6bMzk6GcZpkQBdlh9e1mV3;0.751;0.599;5;-7.408;1;0.0306;0.395;0.000416;0.0669;0.641;130.37;audio_features;spotify:track:6bMzk6GcZpkQBdlh9e1mV3;https://api.spotify.com/v1/tracks/6bMzk6GcZpkQBdlh9e1mV3;https://api.spotify.com/v1/audio-analysis/6bMzk6GcZpkQBdlh9e1mV3;185533;4
don gibson;known only to him;7tD6GqIvYFgRDMhuYH6qPX;0.441;0.187;9;-12.826;1;0.0318;0.958;0.0;0.1;0.374;77.929;audio_features;spotify:track:7tD6GqIvYFgRDMhuYH6qPX;https://api.spotify.com/v1/tracks/7tD6GqIvYFgRDMhuYH6qPX;https://api.spotify.com/v1/audio-analysis/7tD6GqIvYFgRDMhuYH6qPX;172773;3
jj grey & mofro;write a letter;2iok3Hlq83wPpozj3hnY41;0.569;0.554;9;-7.177;1;0.0326;0.11;0.00356;0.0751;0.508;74.632;audio_features;spotify:track:2iok3Hlq83wPpozj3hnY41;https://api.spotify.com/v1/tracks/2iok3Hlq83wPpozj3hnY41;https://api.spotify.com/v1/audio-analysis/2iok3Hlq83wPpozj3hnY41;321627;4
the offspring;million miles away;6tNeHmedp9qo3BsBp5zOPe;0.479;0.936;6;-4.367;0;0.0336;1.49e-05;1.63e-05;0.221;0.651;99.839;audio_features;spotify:track:6tNeHmedp9qo3BsBp5zOPe;https://api.spotify.com/v1/tracks/6tNeHmedp9qo3BsBp5zOPe;https://api.spotify.com/v1/audio-analysis/6tNeHmedp9qo3BsBp5zOPe;219800;4
soja;more;2OYpYgnFQbpcKprgJuUyRT;0.657;0.786;8;-5.518;1;0.0575;0.0581;1.04e-06;0.106;0.684;142.008;audio_features;spotify:track:2OYpYgnFQbpcKprgJuUyRT;https://api.spotify.com/v1/tracks/2OYpYgnFQbpcKprgJuUyRT;https://api.spotify.com/v1/audio-analysis/2OYpYgnFQbpcKprgJuUyRT;295159;4
andy williams;the impossible dream (the quest);4OVxbjasAyR6rkSKhKYcmo;0.229;0.274;10;-12.961;1;0.0316;0.761;0.00359;0.106;0.261;89.769;audio_features;spotify:track:4OVxbjasAyR6rkSKhKYcmo;https://api.spotify.com/v1/tracks/4OVxbjasAyR6rkSKhKYcmo;https://api.spotify.com/v1/audio-analysis/4OVxbjasAyR6rkSKhKYcmo;156333;3
johnny burnette;dream lover;2s1nSAy8VCZ0hRwmAafkwk;0.409;0.445;11;-9.524;1;0.0449;0.787;0.0;0.422;0.823;136.48;audio_features;spotify:track:2s1nSAy8VCZ0hRwmAafkwk;https://api.spotify.com/v1/tracks/2s1nSAy8VCZ0hRwmAafkwk;https://api.spotify.com/v1/audio-analysis/2s1nSAy8VCZ0hRwmAafkwk;147400;4
the outlaws;dregs fall to the wicked;6DFFjt2qZow1rPDJhBufly;0.4;0.75;2;-10.896;1;0.0367;0.00285;5.26e-05;0.173;0.698;155.226;audio_features;spotify:track:6DFFjt2qZow1rPDJhBufly;https://api.spotify.com/v1/tracks/6DFFjt2qZow1rPDJhBufly;https://api.spotify.com/v1/audio-analysis/6DFFjt2qZow1rPDJhBufly;310933;4
jungle brothers;j. beez comin' through;7cN0rStYIr5nrTrhiN4UoS;0.781;0.606;10;-17.072;0;0.225;0.0629;3.13e-05;0.0932;0.501;101.696;audio_features;spotify:track:7cN0rStYIr5nrTrhiN4UoS;https://api.spotify.com/v1/tracks/7cN0rStYIr5nrTrhiN4UoS;https://api.spotify.com/v1/audio-analysis/7cN0rStYIr5nrTrhiN4UoS;216467;4
jean shepard;shadows on the wall;2C06Q7glSZhQCEMNIY2CUm;0.661;0.308;5;-9.573;1;0.0321;0.827;0.0;0.141;0.576;142.454;audio_features;spotify:track:2C06Q7glSZhQCEMNIY2CUm;https://api.spotify.com/v1/tracks/2C06Q7glSZhQCEMNIY2CUm;https://api.spotify.com/v1/audio-analysis/2C06Q7glSZhQCEMNIY2CUm;149427;4
michael bolton;when a man loves a woman;3ascnOSOR5MX901ylGuhcl;0.476;0.363;1;-10.706;1;0.0296;0.2;0.0;0.055;0.243;164.555;audio_features;spotify:track:3ascnOSOR5MX901ylGuhcl;https://api.spotify.com/v1/tracks/3ascnOSOR5MX901ylGuhcl;https://api.spotify.com/v1/audio-analysis/3ascnOSOR5MX901ylGuhcl;231067;3
peter tosh;apartheid;5PFTHgVvxj3GIS36pF42zc;0.9;0.631;7;-9.629;1;0.102;0.0329;1.64e-05;0.722;0.709;140.376;audio_features;spotify:track:5PFTHgVvxj3GIS36pF42zc;https://api.spotify.com/v1/tracks/5PFTHgVvxj3GIS36pF42zc;https://api.spotify.com/v1/audio-analysis/5PFTHgVvxj3GIS36pF42zc;323027;4
kenny loggins;heartlight;3VBNGYEDZKzcRKvQh7rFdp;0.576;0.619;9;-10.784;0;0.0389;0.082;1.28e-06;0.101;0.614;91.226;audio_features;spotify:track:3VBNGYEDZKzcRKvQh7rFdp;https://api.spotify.com/v1/tracks/3VBNGYEDZKzcRKvQh7rFdp;https://api.spotify.com/v1/audio-analysis/3VBNGYEDZKzcRKvQh7rFdp;237107;4
hunny;july;7utenMA93Ldpg9O5oC6AP4;0.593;0.779;8;-4.269;0;0.0429;0.0419;0.0;0.312;0.443;124.539;audio_features;spotify:track:7utenMA93Ldpg9O5oC6AP4;https://api.spotify.com/v1/tracks/7utenMA93Ldpg9O5oC6AP4;https://api.spotify.com/v1/audio-analysis/7utenMA93Ldpg9O5oC6AP4;234503;4
elephant man;opera wine;4KhaXeZINOtnYabfU2IERI;0.497;0.937;10;-4.595;1;0.483;0.649;0.0;0.862;0.607;81.267;audio_features;spotify:track:4KhaXeZINOtnYabfU2IERI;https://api.spotify.com/v1/tracks/4KhaXeZINOtnYabfU2IERI;https://api.spotify.com/v1/audio-analysis/4KhaXeZINOtnYabfU2IERI;217529;3
george strait;two more wishes;0cYRuiM5eqOawt3AA3Peix;0.679;0.796;2;-5.604;1;0.0264;0.154;0.00144;0.305;0.862;121.943;audio_features;spotify:track:0cYRuiM5eqOawt3AA3Peix;https://api.spotify.com/v1/tracks/0cYRuiM5eqOawt3AA3Peix;https://api.spotify.com/v1/audio-analysis/0cYRuiM5eqOawt3AA3Peix;179760;4
brett eldredge;waited too long;1g1fFYQZvi07xJbeLw6Sbd;0.484;0.724;9;-5.007;1;0.0431;0.333;0.0;0.109;0.245;137.733;audio_features;spotify:track:1g1fFYQZvi07xJbeLw6Sbd;https://api.spotify.com/v1/tracks/1g1fFYQZvi07xJbeLw6Sbd;https://api.spotify.com/v1/audio-analysis/1g1fFYQZvi07xJbeLw6Sbd;239240;4
alabama;love in the first degree;1HhnAW1ghWV6NlLsV9wwG5;0.588;0.431;8;-11.881;1;0.0341;0.24;0.0;0.057;0.558;104.394;audio_features;spotify:track:1HhnAW1ghWV6NlLsV9wwG5;https://api.spotify.com/v1/tracks/1HhnAW1ghWV6NlLsV9wwG5;https://api.spotify.com/v1/audio-analysis/1HhnAW1ghWV6NlLsV9wwG5;198267;4
king krule;out getting ribs;30JUrbIq4PsRjIvDz8freE;0.509;0.403;2;-9.862;1;0.0299;0.619;0.000496;0.383;0.0838;117.241;audio_features;spotify:track:30JUrbIq4PsRjIvDz8freE;https://api.spotify.com/v1/tracks/30JUrbIq4PsRjIvDz8freE;https://api.spotify.com/v1/audio-analysis/30JUrbIq4PsRjIvDz8freE;256000;4
lucky dube;teach the world;02RuKOK86Bp9Z7hBYaS73I;0.784;0.502;9;-6.406;1;0.0282;0.0874;1.88e-06;0.0662;0.658;116.056;audio_features;spotify:track:02RuKOK86Bp9Z7hBYaS73I;https://api.spotify.com/v1/tracks/02RuKOK86Bp9Z7hBYaS73I;https://api.spotify.com/v1/audio-analysis/02RuKOK86Bp9Z7hBYaS73I;282547;4
mary j. blige;my life;7ytES33eLYS9WaZLKqWfYM;0.522;0.641;5;-8.013;0;0.0562;0.117;0.0;0.0825;0.357;150.877;audio_features;spotify:track:7ytES33eLYS9WaZLKqWfYM;https://api.spotify.com/v1/tracks/7ytES33eLYS9WaZLKqWfYM;https://api.spotify.com/v1/audio-analysis/7ytES33eLYS9WaZLKqWfYM;257427;4
ufo;too much of nothing;2p9T91FkjUDksxHpWqGXCs;0.283;0.762;4;-7.158;0;0.0418;0.000726;0.000216;0.157;0.285;138.809;audio_features;spotify:track:2p9T91FkjUDksxHpWqGXCs;https://api.spotify.com/v1/tracks/2p9T91FkjUDksxHpWqGXCs;https://api.spotify.com/v1/audio-analysis/2p9T91FkjUDksxHpWqGXCs;242427;4
lighter shade of brown;hip hop locos;3Xta2QX2nhBx8hj0xIyykx;0.682;0.775;7;-8.17;1;0.309;0.151;0.0;0.426;0.674;186.732;audio_features;spotify:track:3Xta2QX2nhBx8hj0xIyykx;https://api.spotify.com/v1/tracks/3Xta2QX2nhBx8hj0xIyykx;https://api.spotify.com/v1/audio-analysis/3Xta2QX2nhBx8hj0xIyykx;210333;4
kenny rogers;tennessee bottle;1QliJDK4wqap7ftt3VPiTn;0.677;0.66;4;-11.944;0;0.0554;0.141;1.71e-05;0.0583;0.853;91.67;audio_features;spotify:track:1QliJDK4wqap7ftt3VPiTn;https://api.spotify.com/v1/tracks/1QliJDK4wqap7ftt3VPiTn;https://api.spotify.com/v1/audio-analysis/1QliJDK4wqap7ftt3VPiTn;246120;4
joe liggins;the honeydripper;6RfQi0Kl57AKnIs0ykm6Cn;0.662;0.389;7;-11.302;1;0.0354;0.848;0.173;0.121;0.648;176.016;audio_features;spotify:track:6RfQi0Kl57AKnIs0ykm6Cn;https://api.spotify.com/v1/tracks/6RfQi0Kl57AKnIs0ykm6Cn;https://api.spotify.com/v1/audio-analysis/6RfQi0Kl57AKnIs0ykm6Cn;190547;4
sonny boy williamson ii;bye bye bird;3XdGtdvEhEJXZoXNNVPdGC;0.641;0.675;0;-10.554;1;0.0372;0.337;0.335;0.134;0.97;175.397;audio_features;spotify:track:3XdGtdvEhEJXZoXNNVPdGC;https://api.spotify.com/v1/tracks/3XdGtdvEhEJXZoXNNVPdGC;https://api.spotify.com/v1/audio-analysis/3XdGtdvEhEJXZoXNNVPdGC;159307;4
lamb;lusty;0Nk87FwUbe8EDChiGqR1pM;0.798;0.824;4;-8.363;1;0.0527;0.00359;0.0519;0.08;0.632;130.081;audio_features;spotify:track:0Nk87FwUbe8EDChiGqR1pM;https://api.spotify.com/v1/tracks/0Nk87FwUbe8EDChiGqR1pM;https://api.spotify.com/v1/audio-analysis/0Nk87FwUbe8EDChiGqR1pM;250560;1
the black angels;true believers;5lSWKx4mz7nsolvPakTpKN;0.278;0.759;7;-6.879;0;0.0511;0.0168;0.0462;0.11;0.0375;111.582;audio_features;spotify:track:5lSWKx4mz7nsolvPakTpKN;https://api.spotify.com/v1/tracks/5lSWKx4mz7nsolvPakTpKN;https://api.spotify.com/v1/audio-analysis/5lSWKx4mz7nsolvPakTpKN;273267;4
t. rex;diamond meadows;1yTi6FoVmq8FrfbHIdN2z9;0.428;0.293;7;-10.303;1;0.0332;0.644;0.0;0.473;0.483;116.335;audio_features;spotify:track:1yTi6FoVmq8FrfbHIdN2z9;https://api.spotify.com/v1/tracks/1yTi6FoVmq8FrfbHIdN2z9;https://api.spotify.com/v1/audio-analysis/1yTi6FoVmq8FrfbHIdN2z9;118133;4
the modern lovers;96 tears;54hXmCP9O9ymPjFwdtY6nW;0.515;0.682;11;-10.916;0;0.0592;0.0399;0.0;0.307;0.792;134.739;audio_features;spotify:track:54hXmCP9O9ymPjFwdtY6nW;https://api.spotify.com/v1/tracks/54hXmCP9O9ymPjFwdtY6nW;https://api.spotify.com/v1/audio-analysis/54hXmCP9O9ymPjFwdtY6nW;165240;4
willie nelson;who put all my ex's in texas;1atohBdKCLDEp7ZlkkOVpT;0.735;0.544;0;-6.921;1;0.032;0.743;0.000303;0.179;0.78;99.219;audio_features;spotify:track:1atohBdKCLDEp7ZlkkOVpT;https://api.spotify.com/v1/tracks/1atohBdKCLDEp7ZlkkOVpT;https://api.spotify.com/v1/audio-analysis/1atohBdKCLDEp7ZlkkOVpT;134907;4
nina simone;if i should lose you;6YRVj7ZJyFrr6tso0QV15e;0.224;0.122;2;-16.766;1;0.036;0.985;0.0206;0.111;0.0952;82.277;audio_features;spotify:track:6YRVj7ZJyFrr6tso0QV15e;https://api.spotify.com/v1/tracks/6YRVj7ZJyFrr6tso0QV15e;https://api.spotify.com/v1/audio-analysis/6YRVj7ZJyFrr6tso0QV15e;235760;4
two door cinema club;handshake;2ASvWByq34yc6q0NJbBcvv;0.559;0.828;0;-5.235;0;0.0268;9.53e-05;0.403;0.448;0.813;130.992;audio_features;spotify:track:2ASvWByq34yc6q0NJbBcvv;https://api.spotify.com/v1/tracks/2ASvWByq34yc6q0NJbBcvv;https://api.spotify.com/v1/audio-analysis/2ASvWByq34yc6q0NJbBcvv;211093;4
alice cooper;i'm alive (that was the day my dead pet returned to save my life);52VqfBcEXd6NCgF6K9ocDE;0.338;0.908;2;-12.975;1;0.0728;0.0431;0.0411;0.557;0.578;185.464;audio_features;spotify:track:52VqfBcEXd6NCgF6K9ocDE;https://api.spotify.com/v1/tracks/52VqfBcEXd6NCgF6K9ocDE;https://api.spotify.com/v1/audio-analysis/52VqfBcEXd6NCgF6K9ocDE;194000;4
johnny mathis;stairway to the sea (scalinatella);4mbPAjec0PajWS8gVlA4KZ;0.27;0.5;2;-8.373;1;0.0318;0.71;0.0;0.132;0.439;140.087;audio_features;spotify:track:4mbPAjec0PajWS8gVlA4KZ;https://api.spotify.com/v1/tracks/4mbPAjec0PajWS8gVlA4KZ;https://api.spotify.com/v1/audio-analysis/4mbPAjec0PajWS8gVlA4KZ;157480;4
katy perry;swish swish;3OtMnyUaiipcAT23A8liyi;0.838;0.705;5;-5.201;0;0.0449;0.0184;1.82e-05;0.102;0.583;119.953;audio_features;spotify:track:3OtMnyUaiipcAT23A8liyi;https://api.spotify.com/v1/tracks/3OtMnyUaiipcAT23A8liyi;https://api.spotify.com/v1/audio-analysis/3OtMnyUaiipcAT23A8liyi;242520;4
sublime;s.t.p.;1HUiTDFAUwLTCZxIMF4SIg;0.544;0.627;11;-8.084;0;0.0641;0.011;0.59;0.099;0.476;106.06;audio_features;spotify:track:1HUiTDFAUwLTCZxIMF4SIg;https://api.spotify.com/v1/tracks/1HUiTDFAUwLTCZxIMF4SIg;https://api.spotify.com/v1/audio-analysis/1HUiTDFAUwLTCZxIMF4SIg;179253;4
r.l. burnside;wish i was in heaven sitting down;23Ry7IvrU6JBcxkpdqsPaw;0.518;0.375;2;-8.083;1;0.0302;0.709;0.00214;0.119;0.414;133.606;audio_features;spotify:track:23Ry7IvrU6JBcxkpdqsPaw;https://api.spotify.com/v1/tracks/23Ry7IvrU6JBcxkpdqsPaw;https://api.spotify.com/v1/audio-analysis/23Ry7IvrU6JBcxkpdqsPaw;220093;4
slayer;necrophobic;3tpZGughvVt9faNl89jzj4;0.37;0.996;6;-4.793;1;0.146;2.49e-05;0.114;0.0781;0.184;124.159;audio_features;spotify:track:3tpZGughvVt9faNl89jzj4;https://api.spotify.com/v1/tracks/3tpZGughvVt9faNl89jzj4;https://api.spotify.com/v1/audio-analysis/3tpZGughvVt9faNl89jzj4;100507;4
alice cooper;former lee warmer;5Sn6Y8issK03pGwogiGexa;0.646;0.31;0;-14.96;0;0.0332;0.738;0.0322;0.116;0.138;120.109;audio_features;spotify:track:5Sn6Y8issK03pGwogiGexa;https://api.spotify.com/v1/tracks/5Sn6Y8issK03pGwogiGexa;https://api.spotify.com/v1/audio-analysis/5Sn6Y8issK03pGwogiGexa;246600;4
eugene mcdaniels;the parasite (for buffy);19AE85xII1CHMeGoDmlmlB;0.524;0.365;8;-13.436;1;0.0437;0.4;0.000435;0.108;0.592;85.659;audio_features;spotify:track:19AE85xII1CHMeGoDmlmlB;https://api.spotify.com/v1/tracks/19AE85xII1CHMeGoDmlmlB;https://api.spotify.com/v1/audio-analysis/19AE85xII1CHMeGoDmlmlB;574467;4
ella fitzgerald;between the devil and the deep blue sea;2nAYfNIPInDG38ygpHyHUx;0.495;0.376;8;-7.821;1;0.0774;0.753;0.0;0.113;0.806;149.79;audio_features;spotify:track:2nAYfNIPInDG38ygpHyHUx;https://api.spotify.com/v1/tracks/2nAYfNIPInDG38ygpHyHUx;https://api.spotify.com/v1/audio-analysis/2nAYfNIPInDG38ygpHyHUx;136587;4
cage the elephant;judas;1X1XDc35sbtcUeTzKatuYf;0.322;0.971;5;-5.083;0;0.053;3.28e-05;0.0;0.291;0.451;137.431;audio_features;spotify:track:1X1XDc35sbtcUeTzKatuYf;https://api.spotify.com/v1/tracks/1X1XDc35sbtcUeTzKatuYf;https://api.spotify.com/v1/audio-analysis/1X1XDc35sbtcUeTzKatuYf;206667;4
